fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,total_time,mean_age,opp_age,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result
Aaron Riley,1980-12-09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,9,3,0 KO 0 Sub 3 Dec,6,4 KO 0 Sub 2 Dec,-2,1,5722,28.1,26.8,1,7.3,2551,2597,2593,2002-05-10,L - Robbie Lawler,2013-07-27,L - Justin Salas
Matt Hobar,1987-01-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,1,1967,27.6,24.7,1,10.3,2528,2597,2596,2014-05-31,L - Pedro Munhoz,2014-12-06,L - Sergio Pettis
Paige VanZant,1994-03-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,6,16,9,5,2 KO 2 Sub 1 Dec,4,0 KO 3 Sub 1 Dec,-1,3,5649,22.8,28.7,2,4.1,2404,2597,2477,2014-11-22,W - Kailin Curran,2020-07-11,L - Amanda Ribas
Don Frye,1965-11-23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,United States,male,openweight,-1,16,10,9,4 KO 5 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,3,6,3125,30.6,NA,0,3.4,2193,2596,2232,1996-02-16,W - Thomas Ramirez,1996-12-07,W - Tank Abbott
AJ Dobson,1992-01-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Jamaica, United States",male,middleweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,-1,1,2983,31.1,28.4,0,7.2,2529,2595,2634,2022-02-12,L - Jacob Malkoun,2024-03-23,L - Edmen Shahbazyan
Yorgan De Castro,1987-12-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Cape Verde,male,heavyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,1,2112,32.6,30.2,1,5.2,2473,2595,2520,2019-10-05,W - Justin Tafa,2021-04-10,L - Jarjis Danho
Kwan Ho Kwak,1989-06-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1149,27.7,27.8,0,11,2451,2595,2575,2016-11-19,L - Brett Johns,2017-06-17,L - Russell Doane
Joseph Holmes,1995-07-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-2,1,1949,27.1,32.5,0,8.2,2445,2595,2589,2022-01-15,L - Jamie Pickett,2023-05-06,L - Claudio Ribeiro
Alp Ozkilic,1986-03-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Turkey, United States",male,flyweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,-3,1,2990,28.2,26.9,1,9.5,2329,2595,2592,2013-12-14,W - Darren Uyenoyama,2015-05-09,L - Ben Nguyen
Seo Hee Ham,1987-03-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,female,women's strawweight,13,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,-2,1,3600,28.8,27.9,1,7,2906,2594,2421,2014-12-12,L - Joanne Wood,2016-11-26,L - Danielle Taylor
Bruno Souza,1996-03-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1800,25.9,30.5,0,12.5,2490,2594,2636,2021-11-06,L - Melsik Baghdasaryan,2022-03-26,L - Luis Saldana
Danielle Taylor,1989-10-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,5,2,0 KO 0 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-2,2,4500,27.7,28.6,0,8.6,2225,2594,2550,2016-08-06,L - Maryna Moroz,2018-08-04,L - Zhang Weili
Baergeng Jieleyisi,1995-11-24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,29,29,0,7,2593,2593,2628,2024-11-23,L - SuYoung You,2024-11-23,L - SuYoung You
Nathan Coy,1978-07-24,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,-1,1,1327,37.9,29.3,0,10.7,2554,2593,2715,2015-12-10,L - Danny Roberts,2017-04-15,L - Zak Cummings
Kevin Croom,1987-07-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,16,4,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,0,1878,34,31.3,0,9,2437,2593,2749,2020-09-12,NC - Roosevelt Roberts,2022-04-16,L - Alatengheili
Thomas Gifford,1992-07-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1785,27,26.1,0,7,2302,2593,2629,2019-04-27,L - Roosevelt Roberts,2019-10-12,L - Mike Davis
Scott Smith,1979-05-21,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,middleweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,-2,1,2038,27.5,26.5,1,5.8,2303,2592,2546,2006-04-15,L - David Terrell,2007-06-16,L - Ed Herman
Cody McKenzie,1987-12-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, featherweight",16,16,7,3,0 KO 2 Sub 1 Dec,4,1 KO 2 Sub 1 Dec,-1,1,3241,24.3,29.7,2,7,2300,2592,2533,2010-12-04,W - Aaron Wilkinson,2013-12-14,L - Sam Stout
Antonio Arroyo,1989-07-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,-1,2546,31.4,29.6,0,6,2447,2591,2678,2019-11-16,L - Andre Muniz,2021-09-18,L - Joaquin Buckley
Diego Rivas,1991-11-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Chile,male,"bantamweight, featherweight",16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,2,3023,24.9,31.2,1,7.5,2369,2591,2489,2014-11-08,W - Rodolfo Rubio,2018-05-19,L - Guido Cannetti
Shonie Carter,1972-05-03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,"welterweight, middleweight",16,16,6,3,1 KO 0 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,-3,3,3610,30.3,NA,0,5.5,2092,2590,2414,2000-03-10,W - Brad Gumm,2006-12-13,L - Marcus Davis
Allen Crowder,1989-11-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,3,1,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,1,610,29,30.7,0,8,2493,2589,2590,2017-12-02,L - Justin Willis,2019-06-22,L - Jairzinho Rozenstruik
Jesse Bongfeldt,1980-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,0,1194,30.5,27.5,0,7.5,2566,2588,2522,2010-12-11,D - Rafael Natal,2011-06-11,L - Chris Weidman
Julija Stoliarenko,1993-04-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Lithuania,female,"women's flyweight, women's bantamweight",16,16,9,2,0 KO 2 Sub 0 Dec,7,2 KO 1 Sub 4 Dec,-2,1,5763,29.1,32.2,1,9,2435,2588,2574,2018-11-30,L - Leah Letson,2025-08-09,L - Gabriella Fernandes
Ali AlQaisi,1990-09-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Jordan,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1800,30,32.6,0,11,2373,2588,2467,2020-08-08,L - Irwin Rivera,2020-10-10,L - Tony Kelley
Buddy Roberts,1982-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,-1,1,1385,29.7,27.8,0,7,2550,2587,2683,2012-06-08,W - Caio Magalhaes,2012-08-11,L - Yushin Okami
Quinn Mulhern,1984-09-20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1085,28.9,30.4,0,8,2416,2587,2483,2013-03-16,L - Rick Story,2014-01-04,L - Katsunori Kikuno
Carlos Huachin,1996-06-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1489,23.1,30.6,0,8.5,2322,2587,2841,2019-05-11,L - Raoni Barcelos,2019-09-21,L - Jose Alberto Quinonez
Pawel Pawlak,1989-02-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,1,2700,26,27.3,0,5.3,3128,2586,2540,2014-05-30,L - Peter Sobotta,2015-07-18,L - Leon Edwards
Pat Walsh,1988-11-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,1,1800,25.9,33.5,0,6.5,2658,2586,2548,2014-07-06,W - Dan Spohn,2015-02-14,L - Daniel Kelly
Shane Nelson,1984-11-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,2,2744,24.5,27.6,0,7.2,2417,2585,2453,2008-12-13,W - George Roop,2009-12-12,L - Matt Wiman
Bubba McDaniel,1983-05-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,1,1942,30.4,26.7,0,7.7,2608,2584,2633,2013-04-13,W - Gilbert Smith,2014-03-15,L - Sean Strickland
Carmelo Marrero,1981-01-26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,"light heavyweight, heavyweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 2 Sub 1 Dec,-3,1,2188,26.5,28.4,0,5.5,2491,2584,2612,2006-10-14,W - Cheick Kongo,2009-04-01,L - Ryan Bader
Mats Nilsson,1983-12-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Sweden,male,"welterweight, middleweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1164,30.7,26.6,0,8,2482,2584,2657,2014-03-08,L - Luke Barnatt,2015-01-03,L - Omari Akhmedov
Marcelo Guimaraes,1983-06-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"middleweight, welterweight",16,16,4,2,0 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,-1,1,2709,30.6,29.9,0,9.5,2469,2584,2551,2012-07-11,W - Dan Stittgen,2016-03-05,L - Vitor Miranda
Vinicius Moreira,1989-02-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,3 KO 1 Sub 0 Dec,-4,-1,852,30.7,33,0,7.5,2316,2584,2604,2019-01-19,L - Alonzo Menifield,2021-01-20,L - Ike Villanueva
Joey Gomez,1986-07-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1453,29.8,27.4,0,11,2308,2584,2681,2016-01-17,L - Rob Font,2016-09-17,L - Jose Alberto Quinonez
Simeon Thoresen,1984-03-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Norway,male,welterweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,1,1606,28.5,30.4,0,10.7,2272,2584,2587,2012-04-14,W - Besam Yousef,2013-01-26,L - David Mitchell
Noad Lahat,1984-06-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Israel,male,featherweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,-1,2,2282,30.7,26.1,0,10.2,2541,2583,2541,2014-03-23,L - Godofredo Pepey,2016-02-06,L - Diego Rivas
Sheldon Westcott,1984-08-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,"welterweight, middleweight",16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,1,1,1673,30.6,28,0,6,2531,2583,2509,2014-04-16,L - Elias Theodorou,2016-01-02,W - Edgar Garcia
Ian Loveland,1983-09-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,2700,27.6,28.9,0,9.7,2611,2582,2587,2010-12-04,W - Tyler Toner,2011-08-27,L - Yves Jabouin
Brad Imes,1977-03-13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-3,-1,2617,29.3,29.7,1,5,2400,2582,2627,2005-11-05,L - Rashad Evans,2007-04-07,L - Heath Herring
Frank Camacho,1989-05-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Guam, United States",male,lightweight,16,16,8,2,1 KO 0 Sub 1 Dec,6,3 KO 1 Sub 2 Dec,-3,1,4049,29.9,30.4,3,7.2,2448,2581,2707,2017-06-17,L - Li Jingliang,2022-05-14,L - Manuel Torres
Ryan Jensen,1977-09-20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,middleweight,16,16,8,2,0 KO 2 Sub 0 Dec,6,0 KO 6 Sub 0 Dec,-2,1,2041,31.8,29.2,1,8.2,2708,2580,2495,2007-08-25,L - Thales Leites,2011-04-30,L - Jason MacDonald
Enrique Marin,1986-09-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Spain,male,"lightweight, welterweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,1800,29.5,25.2,0,6.5,2453,2580,2596,2015-11-21,L - Erick Montano,2016-07-09,L - Sage Northcutt
Irwin Rivera,1989-02-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,"bantamweight, featherweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,1,2700,31.4,31.4,0,11,2633,2579,2655,2020-05-16,L - Giga Chikadze,2020-09-19,L - Andre Ewell
John Gunther,1985-11-24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,-1,1,1017,32.8,29.1,0,9,2538,2579,2724,2018-07-06,W - Allan Zuniga,2018-11-10,L - Davi Ramos
Michel Quinones,1984-12-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1464,32.7,25.2,0,10,2463,2579,2644,2017-06-25,L - Jared Gordon,2017-11-11,L - Sage Northcutt
Willie Gates,1987-01-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,-2,1,2230,28.6,27.9,0,9.8,2126,2579,2573,2014-12-13,L - John Moraga,2016-05-08,L - Ulka Sasaki
Leonardo Mafra,1989-04-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"lightweight, welterweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,-1,1,2123,25.1,27.3,0,7,2506,2578,2645,2012-06-23,L - Thiago Perpetuo,2015-07-18,L - Stevie Ray
Cameron VanCamp,1993-04-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,384,29.2,28.8,0,11.5,2505,2578,2744,2022-05-07,L - Andre Fialho,2022-09-17,L - Nikolas Motta
Bethe Correia,1983-06-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,5,16,12,5,1 KO 0 Sub 4 Dec,6,2 KO 1 Sub 3 Dec,-2,3,9123,33.8,31.4,0,6.1,2419,2578,2565,2013-12-06,W - Julie Kedzie,2021-10-02,L - Karol Rosa
Hector Urbina,1987-09-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,1,1178,28.1,28.4,0,8.3,2343,2578,2585,2014-11-15,W - Edgar Garcia,2016-09-24,L - Vicente Luque
Jessica Penne,1983-01-30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,3,16,9,3,0 KO 1 Sub 2 Dec,6,2 KO 1 Sub 3 Dec,-3,2,6544,36.6,29,3,8.1,2337,2578,2575,2014-12-12,W - Randa Markos,2024-10-19,L - Elise Reed
Ian Entwistle,1986-11-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,"bantamweight, featherweight",16,16,3,1,0 KO 1 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-1,1,522,28.4,26.5,1,9.7,2335,2578,2580,2014-06-27,L - Dan Hooker,2016-04-10,L - Alejandro Perez
Chris Cope,1983-03-05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-2,1,1319,28.6,28.6,0,7.3,2255,2578,2534,2011-06-04,W - Chuck O'Neil,2012-02-04,L - Matt Brown
Marcelo Golm,1992-09-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,1,1994,25.8,32.5,0,7.8,2555,2577,2650,2017-10-28,W - Christian Colombo,2019-04-20,L - Sergei Pavlovich
AJ Fletcher,1997-02-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-1,1,2769,25.8,29.9,0,7.5,2469,2577,2642,2022-03-12,L - Matthew Semelsberger,2023-09-23,L - Bryan Battle
Carlos Mota,1995-04-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,27.5,31.6,0,10,2441,2577,2683,2022-10-29,L - Cody Durden,2022-10-29,L - Cody Durden
Wulijiburen,1990-03-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,-1,2393,28.4,25.9,0,11.3,2410,2577,2488,2017-11-25,L - Rolando Dy,2019-02-09,L - Jonathan Martinez
Sasha Palatnikov,1989-03-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Hong Kong, United States",male,welterweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,1,1226,32.1,27.1,1,12.3,2367,2577,2557,2020-11-21,W - Louis Cosce,2021-08-21,L - Ramiz Brahimaj
Justin Lawrence,1990-05-15,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,1,1303,22.4,25.5,2,7.3,2604,2576,2412,2012-06-01,W - John Cofer,2013-04-13,L - Daniel Pineda
Teemu Packalen,1987-05-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Finland,male,lightweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-2,1,1167,29.8,27.6,1,9.8,2494,2576,2701,2015-07-18,L - Mickael Lebout,2019-09-07,L - Ottman Azaitar
Jesse Butler,1992-05-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,923,31.5,36.1,0,6,2463,2576,2813,2023-06-03,L - Jim Miller,2024-06-08,L - Brad Katona
Vaughan Lee,1982-10-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,"flyweight, bantamweight",16,16,8,3,0 KO 1 Sub 2 Dec,5,1 KO 2 Sub 2 Dec,-2,1,4458,30.6,30,1,7.8,2266,2576,2569,2011-11-05,L - Chris Cariaso,2015-07-18,L - Paddy Holohan
Katsunori Kikuno,1981-10-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,featherweight,16,16,5,2,0 KO 1 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-2,1,1663,33,29.4,0,6.8,2475,2575,2690,2014-01-04,W - Quinn Mulhern,2015-09-26,L - Diego Brandao
Ricardo Abreu,1984-04-27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,1,1266,30.6,27,0,10.5,2405,2575,2425,2014-05-31,W - Wagner Silva,2015-06-06,L - Jake Collier
Phil Baroni,1976-04-16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,United States,male,"middleweight, welterweight",16,16,10,3,2 KO 0 Sub 1 Dec,7,2 KO 1 Sub 4 Dec,-6,2,5794,28.3,28.6,0,5.2,2308,2575,2544,2001-02-23,W - Curtis Stout,2011-01-01,L - Brad Tavares
Bobby Voelker,1979-04-26,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 0 Sub 3 Dec,-4,-1,3024,34.5,28.2,0,6.8,2652,2574,2673,2013-03-16,L - Patrick Cote,2014-06-07,L - Lance Benoist
